Image ID,Ground Truth Pose,Other Pose,Difference
1234,"[ 0.01357654  0.07528244  0.03728365 -0.00275839 -0.00499238  0.03842364
 -0.07576635  0.00471647 -0.08386055  0.00990036  0.01054652  0.03563098
  0.          0.          0.          1.        ]","[ 0.01357654  0.07528244  0.03728365 -0.00275839 -0.00499238  0.03842364
 -0.07576635  0.00471647 -0.08386055  0.00990036  0.01054652  0.03563098
  0.          0.          0.          1.        ]",0.0
1054,"[ 0.06780661  0.05026981 -0.01081894  0.00261312  0.0218698  -0.044398
 -0.06922694  0.005263   -0.04653831  0.05237942 -0.04829515  0.03754143
  0.          0.          0.          1.        ]","[ 0.06780661  0.05026981 -0.01081894  0.00261312  0.0218698  -0.044398
 -0.06922694  0.005263   -0.04653831  0.05237942 -0.04829515  0.03754143
  0.          0.          0.          1.        ]",0.0
0898,"[ 0.00756349  0.08455143 -0.00597392  0.0040672  -0.070601    0.00296522
 -0.04741883  0.00234341 -0.04690555  0.00917069  0.07041027  0.02822987
  0.          0.          0.          1.        ]","[ 0.00756349  0.08455143 -0.00597392  0.0040672  -0.070601    0.00296522
 -0.04741883  0.00234341 -0.04690555  0.00917069  0.07041027  0.02822987
  0.          0.          0.          1.        ]",0.0
0942,"[ 3.03378553e-02  7.90827663e-02  8.20789522e-03  3.45053984e-03
 -6.47273334e-02  2.96678761e-02 -4.66050313e-02  1.42309984e-04
 -4.61717051e-02  1.03717028e-02  7.07279350e-02  2.76916577e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]","[ 3.03378553e-02  7.90827663e-02  8.20789522e-03  3.45053984e-03
 -6.47273334e-02  2.96678761e-02 -4.66050313e-02  1.42309984e-04
 -4.61717051e-02  1.03717028e-02  7.07279350e-02  2.76916577e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]",0.0
0878,"[ 3.96349322e-03  8.49093019e-02 -4.06691478e-03  2.88895257e-03
 -5.62134044e-02 -4.36070110e-04 -6.38881982e-02  2.83656097e-03
 -6.37666255e-02  5.66205944e-03  5.60677940e-02  2.91316798e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]","[ 3.96349322e-03  8.49093019e-02 -4.06691478e-03  2.88895257e-03
 -5.62134044e-02 -4.36070110e-04 -6.38881982e-02  2.83656097e-03
 -6.37666255e-02  5.66205944e-03  5.60677940e-02  2.91316798e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]",0.0
0854,"[-0.01246137  0.08357969 -0.01004934  0.0015032  -0.01557612 -0.01227267
 -0.0827563   0.00567013 -0.08272809 -0.01027893  0.01709517  0.03271942
  0.          0.          0.          1.        ]","[-0.01246137  0.08357969 -0.01004934  0.0015032  -0.01557612 -0.01227267
 -0.0827563   0.00567013 -0.08272809 -0.01027893  0.01709517  0.03271942
  0.          0.          0.          1.        ]",0.0
0766,"[-8.42909739e-02  9.49398888e-04 -1.16606086e-02  3.11203846e-03
  7.09152929e-03 -6.33136644e-02 -5.64174527e-02  5.65724479e-03
 -9.30491035e-03 -5.68534723e-02  6.26333783e-02  3.38824094e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]","[-8.42909739e-02  9.49398888e-04 -1.16606086e-02  3.11203846e-03
  7.09152929e-03 -6.33136644e-02 -5.64174527e-02  5.65724479e-03
 -9.30491035e-03 -5.68534723e-02  6.26333783e-02  3.38824094e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]",0.0
0922,"[ 1.54666017e-02  8.34707026e-02  5.93846720e-03  3.68896467e-03
 -7.87364402e-02  1.65611612e-02 -2.77153315e-02 -2.34135038e-06
 -2.83407126e-02 -4.57253363e-04  8.02398533e-02  2.82963641e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]","[ 1.54666017e-02  8.34707026e-02  5.93846720e-03  3.68896467e-03
 -7.87364402e-02  1.65611612e-02 -2.77153315e-02 -2.34135038e-06
 -2.83407126e-02 -4.57253363e-04  8.02398533e-02  2.82963641e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]",0.0
0702,"[-0.04550799  0.03608832 -0.06219723  0.00271496 -0.02422188 -0.07699773
 -0.02695344  0.00409852 -0.06770644  0.00328955  0.0514476   0.03017472
  0.          0.          0.          1.        ]","[-0.04550799  0.03608832 -0.06219723  0.00271496 -0.02422188 -0.07699773
 -0.02695344  0.00409852 -0.06770644  0.00328955  0.0514476   0.03017472
  0.          0.          0.          1.        ]",0.0
1098,"[ 0.04322102  0.03910009 -0.06200779  0.00568884 -0.014948   -0.06576985
 -0.05189146  0.00478055 -0.07176587  0.03724714 -0.02653582  0.03518633
  0.          0.          0.          1.        ]","[ 0.04322102  0.03910009 -0.06200779  0.00568884 -0.014948   -0.06576985
 -0.05189146  0.00478055 -0.07176587  0.03724714 -0.02653582  0.03518633
  0.          0.          0.          1.        ]",0.0
1210,"[ 0.00260312  0.07757304  0.03489249 -0.00172059 -0.03531386  0.03274373
 -0.07016137  0.00378501 -0.07738213 -0.01233328  0.03319239  0.03453787
  0.          0.          0.          1.        ]","[ 0.00260312  0.07757304  0.03489249 -0.00172059 -0.03531386  0.03274373
 -0.07016137  0.00378501 -0.07738213 -0.01233328  0.03319239  0.03453787
  0.          0.          0.          1.        ]",0.0
