Image ID,Ground Truth Pose,Other Pose,Difference
0561,"[ 0.96870124  0.2191582  -0.11656592 -0.03493631 -0.1737783   0.93405795
  0.31198847  0.22829953  0.17725416 -0.28196698  0.94290805  0.38688722
  0.          0.          0.          1.        ]","[ 0.96870124  0.2191582  -0.11656592 -0.03493631 -0.1737783   0.93405795
  0.31198847  0.22829953  0.17725416 -0.28196698  0.94290805  0.38688722
  0.          0.          0.          1.        ]",0.0
0582,"[ 0.9785862   0.13880071 -0.15199797 -0.03877593 -0.10036647  0.96646416
  0.23637599 -0.01236902  0.17970975 -0.21605879  0.95969945  0.39913827
  0.          0.          0.          1.        ]","[ 0.9785862   0.13880071 -0.15199797 -0.03877593 -0.10036647  0.96646416
  0.23637599 -0.01236902  0.17970975 -0.21605879  0.95969945  0.39913827
  0.          0.          0.          1.        ]",0.0
0603,"[ 0.99101067  0.01208039 -0.13323626  0.1799251  -0.00196812  0.99712342
  0.07576925  0.08707292  0.13376832 -0.07482591  0.98818374  0.30397546
  0.          0.          0.          1.        ]","[ 0.99101067  0.01208039 -0.13323626  0.1799251  -0.00196812  0.99712342
  0.07576925  0.08707292  0.13376832 -0.07482591  0.98818374  0.30397546
  0.          0.          0.          1.        ]",0.0
0624,"[ 0.97971928  0.0493488  -0.19420318  0.46485126 -0.04899338  0.99877703
  0.00663575  0.29020768  0.19429316  0.0030135   0.98093891  0.51639307
  0.          0.          0.          1.        ]","[ 0.97971928  0.0493488  -0.19420318  0.46485126 -0.04899338  0.99877703
  0.00663575  0.29020768  0.19429316  0.0030135   0.98093891  0.51639307
  0.          0.          0.          1.        ]",0.0
0645,"[ 0.99114877 -0.11771529 -0.06137792  0.67175996  0.09630228  0.95576447
 -0.27792105  0.44795308  0.0913784   0.26955029  0.95864105  0.68758315
  0.          0.          0.          1.        ]","[ 0.99114877 -0.11771529 -0.06137792  0.67175996  0.09630228  0.95576447
 -0.27792105  0.44795308  0.0913784   0.26955029  0.95864105  0.68758315
  0.          0.          0.          1.        ]",0.0
0666,"[ 9.74354446e-01 -1.91351667e-01  1.18397251e-01  7.79402137e-01
  2.25018546e-01  8.28896224e-01 -5.12150109e-01  4.80969101e-01
 -1.38271600e-04  5.25657356e-01  8.50696385e-01  8.83068860e-01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]","[ 9.74354446e-01 -1.91351667e-01  1.18397251e-01  7.79402137e-01
  2.25018546e-01  8.28896224e-01 -5.12150109e-01  4.80969101e-01
 -1.38271600e-04  5.25657356e-01  8.50696385e-01  8.83068860e-01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]",0.0
0708,"[ 0.96788287 -0.15260695  0.1997847   0.90351498  0.24772207  0.71439534
 -0.65442574  0.45722467 -0.04285531  0.68289852  0.72925508  0.86170596
  0.          0.          0.          1.        ]","[ 0.96788287 -0.15260695  0.1997847   0.90351498  0.24772207  0.71439534
 -0.65442574  0.45722467 -0.04285531  0.68289852  0.72925508  0.86170596
  0.          0.          0.          1.        ]",0.0
0729,"[ 0.98536807 -0.14142372  0.09512677  1.07810497  0.17041998  0.82605875
 -0.53720015  0.50529158 -0.00260746  0.54555136  0.83807331  0.94287473
  0.          0.          0.          1.        ]","[ 0.98536807 -0.14142372  0.09512677  1.07810497  0.17041998  0.82605875
 -0.53720015  0.50529158 -0.00260746  0.54555136  0.83807331  0.94287473
  0.          0.          0.          1.        ]",0.0
0750,"[ 0.98732996 -0.06263578 -0.14579539  1.21345317  0.00388413  0.92806208
 -0.37240529  0.26573473  0.15863307  0.36712062  0.91654682  1.23224139
  0.          0.          0.          1.        ]","[ 0.98732996 -0.06263578 -0.14579539  1.21345317  0.00388413  0.92806208
 -0.37240529  0.26573473  0.15863307  0.36712062  0.91654682  1.23224139
  0.          0.          0.          1.        ]",0.0
0771,"[ 0.93778795 -0.03607861 -0.34532899  1.0898937  -0.0176985   0.98832649
 -0.15131915  0.73509705  0.34675717  0.14801708  0.92620218  1.61184299
  0.          0.          0.          1.        ]","[ 0.93778795 -0.03607861 -0.34532899  1.0898937  -0.0176985   0.98832649
 -0.15131915  0.73509705  0.34675717  0.14801708  0.92620218  1.61184299
  0.          0.          0.          1.        ]",0.0
