Image ID,Camera Pose
850,"[-0.01195499  0.08380232 -0.00872289  0.00149475 -0.00828076 -0.00993625
 -0.08411028  0.00598521 -0.08384716 -0.01096729  0.00955047  0.03355161
  0.          0.          0.          1.        ]"
854,"[-0.01246137  0.08357969 -0.01004934  0.0015032  -0.01557612 -0.01227267
 -0.0827563   0.00567013 -0.08272809 -0.01027893  0.01709517  0.03271942
  0.          0.          0.          1.        ]"
858,"[-0.01079457  0.08399589 -0.008367    0.00174179 -0.02477648 -0.01121642
 -0.08063595  0.0050022  -0.08069351 -0.0077924   0.02587808  0.03192175
  0.          0.          0.          1.        ]"
862,"[-0.00752322  0.08441674 -0.00768473  0.00197696 -0.03099689 -0.00992035
 -0.07862963  0.00456549 -0.07889508 -0.00415217  0.03162539  0.03123522
  0.          0.          0.          1.        ]"
866,"[-3.78883443e-03  8.46334046e-02 -8.04179340e-03  2.27179466e-03
 -3.83871950e-02 -8.88555960e-03 -7.54275080e-02  4.09566193e-03
 -7.58545141e-02  2.69328008e-04  3.85727802e-02  3.05144281e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
870,"[-1.69443071e-03  8.50327616e-02 -2.89776115e-03  2.42394957e-03
 -4.74582827e-02 -3.35015411e-03 -7.05572624e-02  3.47682477e-03
 -7.06164256e-02  2.11146719e-04  4.74880520e-02  2.98987377e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
874,"[ 2.19074103e-04  8.50235960e-02 -3.57480417e-03  2.62617612e-03
 -5.31019925e-02 -2.65685232e-03 -6.64451525e-02  3.00493106e-03
 -6.64978891e-02  2.40173964e-03  5.30481044e-02  2.94203949e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
878,"[ 3.96349322e-03  8.49093019e-02 -4.06691478e-03  2.88895257e-03
 -5.62134044e-02 -4.36070110e-04 -6.38881982e-02  2.83656097e-03
 -6.37666255e-02  5.66205944e-03  5.60677940e-02  2.91316798e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
882,"[ 5.34009105e-03  8.48155101e-02 -4.43300580e-03  3.16154359e-03
 -6.09369237e-02  7.32199077e-04 -5.93969190e-02  2.71480559e-03
 -5.91609153e-02  6.90159402e-03  6.07798753e-02  2.88541796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
886,"[ 0.00649398  0.08470224 -0.00501969  0.00342963 -0.0638675   0.00156505
 -0.05621683  0.00261739 -0.05586241  0.00805728  0.06368917  0.02867014
  0.          0.          0.          1.        ]"
890,"[ 6.34583339e-03  8.46100517e-02 -6.53515745e-03  3.70376721e-03
 -6.58489650e-02  7.75618164e-04 -5.38994588e-02  2.58427910e-03
 -5.35302109e-02  9.07613905e-03  6.55284619e-02  2.84741582e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
894,"[ 0.00719952  0.08452061 -0.0068024   0.00396761 -0.06784893  0.00164758
 -0.05133855  0.00253248 -0.05085792  0.00976684  0.06752717  0.02832404
  0.          0.          0.          1.        ]"
898,"[ 0.00756349  0.08455143 -0.00597392  0.0040672  -0.070601    0.00296522
 -0.04741883  0.00234341 -0.04690555  0.00917069  0.07041027  0.02822987
  0.          0.          0.          1.        ]"
902,"[ 0.00911181  0.08449121 -0.00447773  0.00414713 -0.07211122  0.00539915
 -0.04486269  0.00227159 -0.04425819  0.00859793  0.07217429  0.02822438
  0.          0.          0.          1.        ]"
906,"[ 0.01075539  0.08434128 -0.00356504  0.00421109 -0.07360304  0.00760944
 -0.04203009  0.00211565 -0.04133707  0.00839549  0.07390942  0.02825216
  0.          0.          0.          1.        ]"
910,"[ 0.01215074  0.0841837  -0.00270238  0.00422926 -0.07438113  0.0094438
 -0.04025047  0.00202027 -0.03951766  0.00810913  0.07492954  0.02833026
  0.          0.          0.          1.        ]"
914,"[ 1.38001092e-02  8.39674325e-02  9.30971635e-04  4.10164821e-03
 -7.59870887e-02  1.28885517e-02 -3.60788974e-02  1.51908264e-03
 -3.57401517e-02  5.01945857e-03  7.70667623e-02  2.83554740e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
918,"[ 1.67332007e-02  8.33653764e-02  3.47175795e-03  3.88273333e-03
 -7.63690173e-02  1.67286560e-02 -3.36119611e-02  7.62473220e-04
 -3.36096989e-02  3.49358943e-03  7.81026366e-02  2.83731307e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
922,"[ 1.54666017e-02  8.34707026e-02  5.93846720e-03  3.68896467e-03
 -7.87364402e-02  1.65611612e-02 -2.77153315e-02 -2.34135038e-06
 -2.83407126e-02 -4.57253363e-04  8.02398533e-02  2.82963641e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
926,"[ 0.02125315  0.0822418   0.00514084  0.00346332 -0.08144761  0.02177182
 -0.01158079 -0.00118841 -0.0125072  -0.002028    0.08415044  0.02806935
  0.          0.          0.          1.        ]"
930,"[ 1.93460720e-02  8.26318514e-02  6.28856083e-03  3.62709915e-03
 -7.64721624e-02  2.02890320e-02 -3.13401130e-02 -7.08094510e-04
 -3.19308148e-02  1.47367475e-03  7.88675489e-02  2.80112148e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
934,"[ 2.15274380e-02  8.22093647e-02  4.47539212e-03  3.88646020e-03
 -7.33932436e-02  2.12582018e-02 -3.74614428e-02 -6.57393192e-04
 -3.73073744e-02  5.61681519e-03  7.62787659e-02  2.77472729e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
938,"[ 2.77129653e-02  8.04336505e-02  2.06352215e-03  4.05601277e-03
 -6.98620536e-02  2.51374211e-02 -4.15841588e-02 -2.99393753e-04
 -3.99139560e-02  1.18480654e-02  7.42181814e-02  2.76765245e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
942,"[ 3.03378553e-02  7.90827663e-02  8.20789522e-03  3.45053984e-03
 -6.47273334e-02  2.96678761e-02 -4.66050313e-02  1.42309984e-04
 -4.61717051e-02  1.03717028e-02  7.07279350e-02  2.76916577e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
946,"[ 3.30741862e-02  7.81891598e-02  5.86453152e-03  3.16805562e-03
 -5.82382495e-02  2.87588371e-02 -5.49824953e-02  8.86574853e-04
 -5.24999415e-02  1.73558009e-02  6.46867196e-02  2.79365785e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
950,"[ 3.70452432e-02  7.66109201e-02 -5.05705712e-04  3.14795221e-03
 -5.51939288e-02  2.62983148e-02 -5.91934794e-02  1.31391455e-03
 -5.31330299e-02  2.60960621e-02  6.11368584e-02  2.81723769e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
954,"[ 4.06053250e-02  7.47841076e-02  6.19347003e-04  2.90784861e-03
 -4.81787414e-02  2.66967106e-02 -6.48685867e-02  1.62262055e-03
 -5.72001333e-02  3.06016603e-02  5.50774182e-02  2.85752465e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
958,"[ 0.04583314  0.07168845  0.00138873  0.00246519 -0.0421241   0.02825521
 -0.06833039  0.00175274 -0.05802346  0.03611439  0.05070373  0.02886618
  0.          0.          0.          1.        ]"
962,"[ 0.04643223  0.07128941  0.00192552  0.00215953 -0.03591948  0.02536298
 -0.07285842  0.00206262 -0.06160907  0.03894071  0.04392929  0.02914927
  0.          0.          0.          1.        ]"
966,"[ 0.04938541  0.06922119  0.00336849  0.00204747 -0.03025951  0.0252586
 -0.07542018  0.00235902 -0.06234807  0.04257075  0.03927198  0.02944787
  0.          0.          0.          1.        ]"
970,"[ 0.05158311  0.0675414   0.00437957  0.00193068 -0.02397966  0.02338651
 -0.0782297   0.00262063 -0.06329295  0.04618516  0.03320801  0.0297539
  0.          0.          0.          1.        ]"
974,"[ 0.05386248  0.06562449  0.00583945  0.00184738 -0.01757621  0.02158185
 -0.08041853  0.0029209  -0.06349606  0.04969395  0.02721397  0.03005841
  0.          0.          0.          1.        ]"
978,"[ 0.05676705  0.0630131   0.00697788  0.00175557 -0.01163489  0.0195619
 -0.08199878  0.00319805 -0.06232151  0.05374496  0.02166444  0.0303691
  0.          0.          0.          1.        ]"
982,"[ 0.05939788  0.06054322  0.00694617  0.00161133 -0.00522361  0.01472235
 -0.08365288  0.0035104  -0.0607161   0.05796214  0.0139923   0.03091992
  0.          0.          0.          1.        ]"
986,"[ 6.10565335e-02  5.88782768e-02  6.87660092e-03  1.50275510e-03
 -2.03976733e-04  1.00805271e-02 -8.44995873e-02  3.70534689e-03
 -5.92781360e-02  6.06099889e-02  7.37366875e-03  3.14806928e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
990,"[ 0.0617307   0.05815909  0.00697708  0.00143103  0.00430955  0.00559948
 -0.08480515  0.00376586 -0.05841735  0.06187088  0.00111658  0.03196679
  0.          0.          0.          1.        ]"
994,"[ 6.24886302e-02  5.73917747e-02  6.57228031e-03  1.36501961e-03
  7.99283370e-03  9.98785768e-04 -8.47169199e-02  3.84991968e-03
 -5.72112315e-02  6.28253596e-02 -4.65704877e-03  3.24772593e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
998,"[ 0.06235289  0.05729858  0.00841604  0.00110335  0.01232398 -0.00104443
 -0.08419541  0.00373876 -0.05658689  0.06290963 -0.00906321  0.03298079
  0.          0.          0.          1.        ]"
1002,"[ 6.27997090e-02  5.69343146e-02  7.51795907e-03  9.43659855e-04
  1.51847253e-02 -5.71821228e-03 -8.35378091e-02  3.79050598e-03
 -5.53846522e-02  6.29890882e-02 -1.43789468e-02  3.35205113e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1006,"[ 6.34010043e-02  5.61975281e-02  7.99934463e-03  7.73615322e-04
  1.76789518e-02 -8.15303454e-03 -8.28421488e-02  3.87638438e-03
 -5.39407675e-02  6.33814252e-02 -1.77490217e-02  3.39795490e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1010,"[ 6.31074452e-02  5.66235756e-02  7.28424671e-03  7.99825834e-04
  1.93494159e-02 -1.09987210e-02 -8.21368816e-02  4.06793676e-03
 -5.37111650e-02  6.25670682e-02 -2.10312039e-02  3.44500475e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1014,"[ 6.35001676e-02  5.62213629e-02  6.98038262e-03  8.03641953e-04
  2.12027401e-02 -1.38609564e-02 -8.12413476e-02  4.30901662e-03
 -5.25358077e-02  6.23608134e-02 -2.43507004e-02  3.48440482e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1018,"[ 6.31580920e-02  5.67145168e-02  6.02974506e-03  8.47776362e-04
  2.15507097e-02 -1.54011158e-02 -8.08715722e-02  4.58068718e-03
 -5.28058820e-02  6.15476078e-02 -2.57928225e-02  3.49811498e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1022,"[ 0.06338002  0.05664274  0.00405108  0.00108315  0.02188168 -0.01875779
 -0.08006982  0.00481985 -0.05240233  0.06067606 -0.0285351   0.03532053
  0.          0.          0.          1.        ]"
1026,"[ 0.06522413  0.05462589  0.00191401  0.00134343  0.02264701 -0.02429561
 -0.0783497   0.00494946 -0.04974701  0.0605605  -0.03315871  0.0359781
  0.          0.          0.          1.        ]"
1030,"[ 6.60386790e-02  5.36686389e-02  6.39662577e-04  1.61352159e-03
  2.44561839e-02 -2.91859954e-02 -7.61046087e-02  5.08351745e-03
 -4.77768482e-02  5.92426655e-02 -3.80725377e-02  3.66422783e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1034,"[ 6.63655530e-02  5.32588583e-02  9.73005113e-04  1.52501408e-03
  2.58882907e-02 -3.08899671e-02 -7.49496217e-02  5.17842390e-03
 -4.65537200e-02  5.87464327e-02 -4.02920195e-02  3.67986927e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1038,"[ 6.61776244e-02  5.34979511e-02 -5.74512509e-04  1.64722969e-03
  2.56338162e-02 -3.25077960e-02 -7.43504517e-02  5.15099483e-03
 -4.69602847e-02  5.76459170e-02 -4.13946756e-02  3.69401134e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1042,"[ 0.06680368  0.0526451  -0.00275697  0.00181472  0.02565586 -0.03635465
 -0.07253934  0.00507894 -0.04605306  0.05611302 -0.04441039  0.03726105
  0.          0.          0.          1.        ]"
1046,"[ 0.06796542  0.05093872 -0.00527129  0.00219498  0.0248174  -0.04042419
 -0.07065281  0.00506877 -0.0447955   0.05489052 -0.04714056  0.0375458
  0.          0.          0.          1.        ]"
1050,"[ 0.06837098  0.05001854 -0.00808659  0.00242841  0.02345292 -0.04328071
 -0.06941599  0.00513809 -0.04491334  0.05354217 -0.04855787  0.03761498
  0.          0.          0.          1.        ]"
1054,"[ 0.06780661  0.05026981 -0.01081894  0.00261312  0.0218698  -0.044398
 -0.06922694  0.005263   -0.04653831  0.05237942 -0.04829515  0.03754143
  0.          0.          0.          1.        ]"
1058,"[ 0.06817315  0.04880766 -0.01456274  0.00289326  0.01969589 -0.04770001
 -0.0676655   0.00533684 -0.04697162  0.05083661 -0.04950904  0.03761884
  0.          0.          0.          1.        ]"
1062,"[ 0.06730572  0.04866831 -0.01852496  0.00318     0.01784136 -0.04999197
 -0.06651562  0.00533577 -0.04892304  0.04872409 -0.04974271  0.03767032
  0.          0.          0.          1.        ]"
1066,"[ 0.06760331  0.04685571 -0.0218214   0.00338077  0.01554721 -0.05269649
 -0.06498618  0.00522318 -0.04929418  0.04763886 -0.05042284  0.03775043
  0.          0.          0.          1.        ]"
1070,"[ 0.06724538  0.04596588 -0.0246381   0.0035965   0.01413083 -0.05475765
 -0.06359056  0.00512891 -0.05020177  0.04615818 -0.0509023   0.0377036
  0.          0.          0.          1.        ]"
1074,"[ 0.06632636  0.04573979 -0.02739571  0.00367727  0.0128901  -0.05618602
 -0.06260044  0.00509757 -0.05173489  0.04464126 -0.05071981  0.03758012
  0.          0.          0.          1.        ]"
1078,"[ 0.06445366  0.0448317  -0.0328281   0.00407137  0.00970711 -0.05858765
 -0.06095161  0.00499842 -0.0547114   0.04241987 -0.04948795  0.0373658
  0.          0.          0.          1.        ]"
1082,"[ 0.06147944  0.04253503 -0.04065575  0.00467971  0.00330774 -0.06120519
 -0.05903239  0.00476233 -0.05874672  0.04106746 -0.04587076  0.03697131
  0.          0.          0.          1.        ]"
1086,"[ 0.0582152   0.04093996 -0.04665564  0.00504379 -0.00201885 -0.06268177
 -0.05752181  0.00472189 -0.06203832  0.04045682 -0.04190861  0.03665717
  0.          0.          0.          1.        ]"
1090,"[ 0.0550104   0.03921173 -0.0517507   0.00534247 -0.00605212 -0.06443553
 -0.05525643  0.00477458 -0.0646457   0.03939976 -0.03886427  0.03634368
  0.          0.          0.          1.        ]"
1094,"[ 0.04896075  0.03944273 -0.05734941  0.00550687 -0.01039775 -0.06518514
 -0.05370869  0.00477675 -0.06882275  0.03790788 -0.03268426  0.03578842
  0.          0.          0.          1.        ]"
1098,"[ 0.04322102  0.03910009 -0.06200779  0.00568884 -0.014948   -0.06576985
 -0.05189146  0.00478055 -0.07176587  0.03724714 -0.02653582  0.03518633
  0.          0.          0.          1.        ]"
1102,"[ 0.0365495   0.03755433 -0.06704957  0.00585466 -0.01911504 -0.06747044
 -0.0482099   0.00465779 -0.07443512  0.03576662 -0.02054265  0.03476111
  0.          0.          0.          1.        ]"
1106,"[ 0.03065723  0.03669245 -0.07039629  0.00603015 -0.02200308 -0.06857925
 -0.04532759  0.00466285 -0.07627475  0.034531   -0.01521878  0.03433909
  0.          0.          0.          1.        ]"
1110,"[ 0.0249992   0.03563086 -0.07312538  0.00613404 -0.02562862 -0.06915461
 -0.04245766  0.00449909 -0.07720138  0.03449524 -0.0095846   0.03394691
  0.          0.          0.          1.        ]"
1114,"[ 0.01799071  0.03485553 -0.07551997  0.00618422 -0.02724864 -0.07053257
 -0.03904494  0.00439518 -0.07858552  0.0324359  -0.00375051  0.03355983
  0.          0.          0.          1.        ]"
1118,"[ 0.00928188  0.03741932 -0.07586488  0.00602448 -0.03211368 -0.06904792
 -0.03798598  0.00399067 -0.07825853  0.0327722   0.00658971  0.03305262
  0.          0.          0.          1.        ]"
1122,"[ 0.00187403  0.03920706 -0.07550585  0.00594914 -0.03561956 -0.06822491
 -0.03631044  0.00386735 -0.07726302  0.03240381  0.01490832  0.03268767
  0.          0.          0.          1.        ]"
1126,"[-0.00452052  0.04164299 -0.07407608  0.00586161 -0.03672765 -0.06785212
 -0.03590278  0.00401407 -0.07663213  0.03006311  0.02157694  0.03252667
  0.          0.          0.          1.        ]"
1130,"[-0.00780359  0.04394765 -0.07245376  0.00584763 -0.03648781 -0.06741248
 -0.03695991  0.00436285 -0.07648257  0.0276767   0.02502512  0.03239486
  0.          0.          0.          1.        ]"
1134,"[-0.01585642  0.04843285 -0.06815183  0.00542952 -0.0388348  -0.06569626
 -0.03765234  0.00431591 -0.07404236  0.02408526  0.03434338  0.03218958
  0.          0.          0.          1.        ]"
1146,"[-0.0244603   0.06240983 -0.05242658  0.00475237 -0.04749183 -0.05539771
 -0.0437888   0.00464607 -0.06624242  0.01667173  0.05075267  0.03198279
  0.          0.          0.          1.        ]"
1150,"[-0.02547933  0.066017   -0.04726942  0.00445126 -0.05150269 -0.05144065
 -0.04408142  0.00456092 -0.06277034  0.01540955  0.05535584  0.03198621
  0.          0.          0.          1.        ]"
1154,"[-0.02434467  0.06977673 -0.0421946   0.00425645 -0.05497532 -0.04656702
 -0.0452887   0.00446432 -0.06022367  0.01430244  0.05839853  0.03203295
  0.          0.          0.          1.        ]"
1158,"[-0.02367707  0.07221941 -0.03828305  0.00417843 -0.05804496 -0.04291771
 -0.04506321  0.00422491 -0.05755014  0.01357446  0.06120094  0.03201134
  0.          0.          0.          1.        ]"
1162,"[-0.02154457  0.07647332 -0.03048773  0.00398508 -0.06344288 -0.03550615
 -0.04422842  0.0039056  -0.05246591  0.01153183  0.06600139  0.03204695
  0.          0.          0.          1.        ]"
1166,"[-0.01983912  0.07897002 -0.0247383   0.00379868 -0.06643512 -0.03036666
 -0.04365867  0.00352318 -0.0493419   0.00913456  0.06872973  0.03208703
  0.          0.          0.          1.        ]"
1170,"[-0.01619275  0.08160683 -0.01788739  0.00354801 -0.06975643 -0.02323353
 -0.04284953  0.00323065 -0.04597471  0.00650899  0.07131478  0.032158
  0.          0.          0.          1.        ]"
1174,"[-0.01126789  0.08389298 -0.00876591  0.00311548 -0.07109392 -0.01420499
 -0.04456133  0.00299818 -0.04539305  0.00142294  0.07196725  0.03229549
  0.          0.          0.          1.        ]"
1178,"[-0.00425667  0.08489903  0.00398435  0.00248056 -0.06982555 -0.00121875
 -0.04862866  0.00298608 -0.04845733 -0.00570166  0.06972243  0.03251589
  0.          0.          0.          1.        ]"
1182,"[ 0.00140278  0.08419099  0.01231862  0.00177682 -0.0653249   0.00896001
 -0.05379791  0.00299232 -0.0545209  -0.00856939  0.06477558  0.03278141
  0.          0.          0.          1.        ]"
1186,"[ 9.80808522e-04  8.30920507e-02  1.83463352e-02  1.17719156e-03
 -6.05870622e-02  1.35650628e-02 -5.81982494e-02  2.94163515e-03
 -5.97501892e-02 -1.23910889e-02  5.93145450e-02  3.29713085e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1190,"[ 2.36191594e-03  8.19102921e-02  2.29557000e-02  6.33242345e-04
 -5.87405995e-02  1.81808478e-02 -5.88288879e-02  2.91065325e-03
 -6.15288758e-02 -1.42126542e-02  5.70441653e-02  3.31621410e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
