Image ID,Ground Truth Pose,Other Pose,Difference
0852,"[ 0.88569617 -0.46207258  0.04506909  1.56609869  0.43961093  0.80348706
 -0.40143588  0.35881573  0.14928007  0.37536308  0.91477758  0.19609991
  0.          0.          0.          1.        ]","[ 0.88569617 -0.46207258  0.04506909  1.56609869  0.43961093  0.80348706
 -0.40143588  0.35881573  0.14928007  0.37536308  0.91477758  0.19609991
  0.          0.          0.          1.        ]",0.0
0960,"[ 0.9285779  -0.37113389 -0.00165594  1.60550559  0.33337328  0.83604503
 -0.43576482  0.18793592  0.16311154  0.40408954  0.90005904  0.25796983
  0.          0.          0.          1.        ]","[ 0.9285779  -0.37113389 -0.00165594  1.60550559  0.33337328  0.83604503
 -0.43576482  0.18793592  0.16311154  0.40408954  0.90005904  0.25796983
  0.          0.          0.          1.        ]",0.0
1014,"[ 0.83367282 -0.52493209  0.1715692   1.67682981  0.52259058  0.64939618
 -0.55243438  0.73238063  0.17857412  0.55020994  0.81570846  0.0339959
  0.          0.          0.          1.        ]","[ 0.83367282 -0.52493209  0.1715692   1.67682981  0.52259058  0.64939618
 -0.55243438  0.73238063  0.17857412  0.55020994  0.81570846  0.0339959
  0.          0.          0.          1.        ]",0.0
1068,"[ 0.75024045 -0.59807622  0.28185841  1.63286769  0.62219703  0.4944613
 -0.6069423   0.92435551  0.22362962  0.63072407  0.7430861   0.12432605
  0.          0.          0.          1.        ]","[ 0.75024045 -0.59807622  0.28185841  1.63286769  0.62219703  0.4944613
 -0.6069423   0.92435551  0.22362962  0.63072407  0.7430861   0.12432605
  0.          0.          0.          1.        ]",0.0
1122,"[ 0.86608428 -0.49814081  0.04187745  2.04030609  0.42306626  0.68577003
 -0.59222835  0.54021251  0.26629481  0.53063661  0.80468118  0.19311541
  0.          0.          0.          1.        ]","[ 0.86608428 -0.49814081  0.04187745  2.04030609  0.42306626  0.68577003
 -0.59222835  0.54021251  0.26629481  0.53063661  0.80468118  0.19311541
  0.          0.          0.          1.        ]",0.0
1167,"[ 0.87270272 -0.4724701   0.12313411  2.11995912  0.4306525   0.62603617
 -0.6500901   0.48562425  0.23006177  0.62036335  0.74981385  0.09400815
  0.          0.          0.          1.        ]","[ 0.87270272 -0.4724701   0.12313411  2.11995912  0.4306525   0.62603617
 -0.6500901   0.48562425  0.23006177  0.62036335  0.74981385  0.09400815
  0.          0.          0.          1.        ]",0.0
1221,"[ 0.75381446 -0.59040558  0.28841823  2.08908558  0.59832251  0.43530464
 -0.67269611  1.19751656  0.27161372  0.67965519  0.68139184  0.20502459
  0.          0.          0.          1.        ]","[ 0.75381446 -0.59040558  0.28841823  2.08908558  0.59832251  0.43530464
 -0.67269611  1.19751656  0.27161372  0.67965519  0.68139184  0.20502459
  0.          0.          0.          1.        ]",0.0
1275,"[ 0.60980737 -0.69038987  0.38922599  2.09721112  0.68596029  0.21377164
 -0.69552869  1.73111033  0.39698043  0.69113213  0.60393953  0.71700096
  0.          0.          0.          1.        ]","[ 0.60980737 -0.69038987  0.38922599  2.09721112  0.68596029  0.21377164
 -0.69552869  1.73111033  0.39698043  0.69113213  0.60393953  0.71700096
  0.          0.          0.          1.        ]",0.0
1383,"[ 0.69738567 -0.70298463  0.13951984  2.35777426  0.60000795  0.46620291
 -0.65011173  1.57789838  0.391974    0.53709167  0.74691963  0.89276505
  0.          0.          0.          1.        ]","[ 0.69738567 -0.70298463  0.13951984  2.35777426  0.60000795  0.46620291
 -0.65011173  1.57789838  0.391974    0.53709167  0.74691963  0.89276505
  0.          0.          0.          1.        ]",0.0
1437,"[ 0.76069307 -0.6488179   0.01952897  2.61233997  0.52595055  0.59844935
 -0.60434628  1.46015716  0.38042355  0.46999326  0.79648244  0.96104336
  0.          0.          0.          1.        ]","[ 0.76069307 -0.6488179   0.01952897  2.61233997  0.52595055  0.59844935
 -0.60434628  1.46015716  0.38042355  0.46999326  0.79648244  0.96104336
  0.          0.          0.          1.        ]",0.0
1491,"[ 0.80890703 -0.5773989  -0.11081493  2.85085964  0.42479351  0.70428026
 -0.56880569  1.12440825  0.4064725   0.41303745  0.81497252  1.02294099
  0.          0.          0.          1.        ]","[ 0.80890703 -0.5773989  -0.11081493  2.85085964  0.42479351  0.70428026
 -0.56880569  1.12440825  0.4064725   0.41303745  0.81497252  1.02294099
  0.          0.          0.          1.        ]",0.0
1545,"[ 0.70783943 -0.70633239 -0.00760883  2.82778907  0.61025757  0.61691332
 -0.49699467  1.94608283  0.35573742  0.34714907  0.86772025  0.95456696
  0.          0.          0.          1.        ]","[ 0.70783943 -0.70633239 -0.00760883  2.82778907  0.61025757  0.61691332
 -0.49699467  1.94608283  0.35573742  0.34714907  0.86772025  0.95456696
  0.          0.          0.          1.        ]",0.0
