Image ID,Ground Truth Pose,Other Pose,Difference
0124,"[ 0.98593728  0.11447421 -0.12175136 -0.15617053 -0.05693789  0.91505772
  0.39928365  0.62710354  0.15711723 -0.38673642  0.90870738  0.27610861
  0.          0.          0.          1.        ]","[ 0.0876676   0.01844329  0.99597903 -0.20830192 -0.01845453  0.9996871
 -0.01688756  0.27789436 -0.99597885 -0.0168998   0.08798053  0.07914525
  0.          0.          0.          1.        ]",2.133245106581868
0060,"[ 0.95054425 -0.02945676  0.30918915  0.27465432  0.20814474  0.79928599
 -0.56375321 -0.38297969 -0.23052421  0.60022847  0.76588801 -0.94715641
  0.          0.          0.          1.        ]","[-0.06365485  0.1904445   0.97963205 -0.64114967  0.24226569  0.95520828
 -0.16995439 -0.49848749 -0.96811954  0.22651282 -0.10694181 -0.04070065
  0.          0.          0.          1.        ]",2.1968720409809688
0266,"[ 0.81841502 -0.45483454  0.35117291  0.23325147  0.27078478 -0.23375652
 -0.9338273  -0.28645663  0.50682592  0.85935061 -0.06814752 -0.54647686
  0.          0.          0.          1.        ]","[-0.02700533  0.20700678  0.97796671  0.49195834  0.32807842  0.92596851
 -0.18694082  0.15890054 -0.94426444  0.31580137 -0.09292055 -1.11896065
  0.          0.          0.          1.        ]",2.5389873443631865
0252,"[ 0.82822122 -0.50930686  0.23378634  0.31494486  0.38322962  0.21035662
 -0.89938039 -0.40633352  0.40888214  0.83447984  0.36940338 -0.87453313
  0.          0.          0.          1.        ]","[-0.01087478  0.08259745  0.99652369  0.29132989  0.20523563  0.97554977
 -0.07861935 -0.10239164 -0.97865218  0.2036672  -0.02756083 -0.94700056
  0.          0.          0.          1.        ]",2.346486450939468
0330,"[ 0.76022324 -0.19911763  0.61839534  0.70484923  0.12315786 -0.89044088
 -0.43811775  0.68501113  0.63788152  0.40922758 -0.6524109  -1.36114294
  0.          0.          0.          1.        ]","[-0.1243673   0.36291485  0.92348556  0.83899511  0.6854383   0.70436883
 -0.18449642  0.51474606 -0.71743091  0.61004708 -0.3363562  -1.45531832
  0.          0.          0.          1.        ]",2.479578022627627
0292,"[ 0.79010406 -0.42840716  0.43840951  0.33859026  0.07481516 -0.64247317
 -0.76264733  0.16066899  0.60838996  0.63537042 -0.47556926 -0.62420576
  0.          0.          0.          1.        ]","[-0.07509745  0.29826663  0.95152371  0.84062914  0.56826981  0.79690931
 -0.20495111  0.34766066 -0.81940822  0.52533092 -0.22934179 -1.45663288
  0.          0.          0.          1.        ]",2.6939835333673448
0072,"[ 0.96430283 -0.07486335  0.25399895  0.32266028  0.19630663  0.84586084
 -0.49596689 -0.46092817 -0.177718    0.5281239   0.83036225 -0.61491846
  0.          0.          0.          1.        ]","[-0.06577255  0.17935225  0.98158378 -0.55439441  0.18857059  0.96822245
 -0.16427544 -0.4051959  -0.97985463  0.17429302 -0.09750303 -0.08700096
  0.          0.          0.          1.        ]",2.1120353546427806
0176,"[ 0.98829705  0.1374494  -0.06615602 -0.4105152  -0.11430656  0.95448633
  0.27548107  0.32313424  0.10100973 -0.26469504  0.95902745  0.01870778
  0.          0.          0.          1.        ]","[ 0.10347855  0.02627459  0.99428459 -0.18575879  0.05954342  0.99769449
 -0.03256158  0.07021954 -0.99284785  0.06257253  0.10167552 -0.03562719
  0.          0.          0.          1.        ]",2.0500959302639297
0202,"[ 0.9742146   0.16955821  0.14884858 -0.49033792 -0.13466869  0.96630831
 -0.21934574 -0.35735748 -0.18102545  0.19364454  0.96422593 -0.56586312
  0.          0.          0.          1.        ]","[ 0.10635562  0.06967106  0.99188426 -0.2162079   0.18914249  0.9779107
 -0.0889705  -0.3787006  -0.97617295  0.19706997  0.09082855 -0.2939284
  0.          0.          0.          1.        ]",1.7721448455685505
0084,"[ 0.99283483 -0.05468409  0.10624838  0.19796575  0.08012203  0.96430316
 -0.25238826 -0.37681216 -0.08865399  0.25909267  0.96177514 -0.27922718
  0.          0.          0.          1.        ]","[-0.01622025  0.12476226  0.99205409 -0.44199326  0.08296783  0.98893082
 -0.12301294 -0.20022643 -0.99642024  0.0803133  -0.02639197 -0.11306831
  0.          0.          0.          1.        ]",2.037943128114315
0356,"[ 0.72353629 -0.18745091  0.6643473   0.83312188  0.1739974  -0.88182044
 -0.43831222  0.60466644  0.66799711  0.43272954 -0.60541308 -1.73787831
  0.          0.          0.          1.        ]","[-0.136958    0.36124211  0.92235928  0.70726097  0.65717481  0.72984809
 -0.18826341  0.45039297 -0.74119083  0.58036714 -0.33735775 -1.37586758
  0.          0.          0.          1.        ]",2.500339804412814
0162,"[ 0.97531332  0.16277793 -0.1492223  -0.27276567 -0.0701874   0.86921303
  0.48943073  0.65207604  0.20937453 -0.46687486  0.85917996  0.14156764
  0.          0.          0.          1.        ]","[ 0.08078051  0.02843126  0.99632636 -0.19630246 -0.026579    0.99929909
 -0.0263611   0.37823732 -0.99637751 -0.02435188  0.08147957  0.16961776
  0.          0.          0.          1.        ]",2.17979093933286
