Image ID,Ground Truth Pose,Other Pose,Difference
0060,"[ 0.15853211 -0.01164026 -0.01549708  0.00695663 -0.01416233  0.01761048
 -0.15810561  0.00182835  0.01323191  0.15831128  0.01644814  0.07898289
  0.          0.          0.          1.        ]","[ 0.15853211 -0.01164026 -0.01549708  0.00695663 -0.01416233  0.01761048
 -0.15810561  0.00182835  0.01323191  0.15831128  0.01644814  0.07898289
  0.          0.          0.          1.        ]",0.0
0266,"[ 0.10039037 -0.12170638  0.02484784  0.00661158 -0.07866098 -0.08701389
 -0.10839335  0.00263277  0.09613693  0.05589477 -0.1146366   0.08232214
  0.          0.          0.          1.        ]","[ 0.10039037 -0.12170638  0.02484784  0.00661158 -0.07866098 -0.08701389
 -0.10839335  0.00263277  0.09613693  0.05589477 -0.1146366   0.08232214
  0.          0.          0.          1.        ]",0.0
0252,"[ 0.11089729 -0.11389201 -0.01544292  0.00729241 -0.0574986  -0.03639491
 -0.14449016  0.00163372  0.09951776  0.10588723 -0.06627363  0.07958813
  0.          0.          0.          1.        ]","[ 0.11089729 -0.11389201 -0.01544292  0.00729241 -0.0574986  -0.03639491
 -0.14449016  0.00163372  0.09951776  0.10588723 -0.06627363  0.07958813
  0.          0.          0.          1.        ]",0.0
0330,"[ 0.07983199 -0.08066856  0.11237224  0.01054186 -0.10386041 -0.12065067
 -0.01282642  0.01072895  0.09136714 -0.06666396 -0.11276545  0.07553274
  0.          0.          0.          1.        ]","[ 0.07983199 -0.08066856  0.11237224  0.01054186 -0.10386041 -0.12065067
 -0.01282642  0.01072895  0.09136714 -0.06666396 -0.11276545  0.07553274
  0.          0.          0.          1.        ]",0.0
0292,"[ 0.08426796 -0.11868754  0.06572871  0.00748947 -0.10742259 -0.10563016
 -0.05301643  0.0063591   0.08286968 -0.01623644 -0.13556209  0.08167435
  0.          0.          0.          1.        ]","[ 0.08426796 -0.11868754  0.06572871  0.00748947 -0.10742259 -0.10563016
 -0.05301643  0.0063591   0.08286968 -0.01623644 -0.13556209  0.08167435
  0.          0.          0.          1.        ]",0.0
0072,"[ 0.15723476 -0.01277554 -0.0249419   0.00735671 -0.02187795  0.03286825
 -0.15475503  0.00117873  0.01751194  0.15577082  0.0306083   0.08175175
  0.          0.          0.          1.        ]","[ 0.15723476 -0.01277554 -0.0249419   0.00735671 -0.02187795  0.03286825
 -0.15475503  0.00117873  0.01751194  0.15577082  0.0306083   0.08175175
  0.          0.          0.          1.        ]",0.0
0176,"[ 0.1352286   0.06571972 -0.05387234  0.00124645 -0.08442385  0.11544669
 -0.07108276  0.00771308  0.00969144  0.08866264  0.13248811  0.08703237
  0.          0.          0.          1.        ]","[ 0.1352286   0.06571972 -0.05387234  0.00124645 -0.08442385  0.11544669
 -0.07108276  0.00771308  0.00969144  0.08866264  0.13248811  0.08703237
  0.          0.          0.          1.        ]",0.0
0202,"[ 1.48133913e-01  4.54061798e-02 -3.87647521e-02  5.81210095e-04
 -5.53300753e-02  6.54537206e-02 -1.34768242e-01  2.04188464e-03
 -2.24278852e-02  1.38427503e-01  7.64388713e-02  8.21605756e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]","[ 1.48133913e-01  4.54061798e-02 -3.87647521e-02  5.81210095e-04
 -5.53300753e-02  6.54537206e-02 -1.34768242e-01  2.04188464e-03
 -2.24278852e-02  1.38427503e-01  7.64388713e-02  8.21605756e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]",0.0
0084,"[ 0.15270521  0.00892134 -0.04593054  0.00631751 -0.04487301  0.07233001
 -0.13514017  0.00187975  0.0132521   0.14211567  0.07166312  0.08454939
  0.          0.          0.          1.        ]","[ 0.15270521  0.00892134 -0.04593054  0.00631751 -0.04487301  0.07233001
 -0.13514017  0.00187975  0.0132521   0.14211567  0.07166312  0.08454939
  0.          0.          0.          1.        ]",0.0
0356,"[ 0.07444707 -0.07998486  0.11648235  0.01161088 -0.09968696 -0.12304054
 -0.0207755   0.01005936  0.10014104 -0.06302009 -0.10727686  0.07239304
  0.          0.          0.          1.        ]","[ 0.07444707 -0.07998486  0.11648235  0.01161088 -0.09968696 -0.12304054
 -0.0207755   0.01005936  0.10014104 -0.06302009 -0.10727686  0.07239304
  0.          0.          0.          1.        ]",0.0
0162,"[ 0.12875706  0.07785944 -0.05355009  0.00239445 -0.090807    0.12698988
 -0.03370082  0.01045447  0.02614944  0.05761566  0.1466449   0.08805628
  0.          0.          0.          1.        ]","[ 0.12875706  0.07785944 -0.05355009  0.00239445 -0.090807    0.12698988
 -0.03370082  0.01045447  0.02614944  0.05761566  0.1466449   0.08805628
  0.          0.          0.          1.        ]",0.0
