Image ID,Camera Pose
144,"[ 0.12597566  0.0838461  -0.05106907  0.00338029 -0.09267011  0.12898545
 -0.01682525  0.01182334  0.03241096  0.04290302  0.15038932  0.08845577
  0.          0.          0.          1.        ]"
146,"[ 0.12598684  0.08347855 -0.05164041  0.00343585 -0.09264667  0.12888832
 -0.01767706  0.01174657  0.03243447  0.04390007  0.15009622  0.08833164
  0.          0.          0.          1.        ]"
148,"[ 0.12617452  0.0829231  -0.05207527  0.00346893 -0.09246596  0.1288503
 -0.0188608   0.01165294  0.03221989  0.04504934  0.14980161  0.08817781
  0.          0.          0.          1.        ]"
150,"[ 0.12654403  0.08216486 -0.05237965  0.00344669 -0.09213819  0.12883445
 -0.02050172  0.0114114   0.03170561  0.04646184  0.14947955  0.08807654
  0.          0.          0.          1.        ]"
152,"[ 0.12676651  0.08173987 -0.0525065   0.00332779 -0.09192182  0.12885416
 -0.02133234  0.01127711  0.03144386  0.04715171  0.14931873  0.08805828
  0.          0.          0.          1.        ]"
154,"[ 0.12704939  0.08121355 -0.05263929  0.00320966 -0.09166276  0.12885031
 -0.02244151  0.01108304  0.03105602  0.04806287  0.14910925  0.08803326
  0.          0.          0.          1.        ]"
156,"[ 0.12741538  0.08057208 -0.05274035  0.00301753 -0.09145019  0.12864475
 -0.02440232  0.01091985  0.03017061  0.0496664   0.14876514  0.08804352
  0.          0.          0.          1.        ]"
158,"[ 0.12800111  0.07963541 -0.05274469  0.00277456 -0.09115778  0.12818787
 -0.02768057  0.01067011  0.02853174  0.05228916  0.14818862  0.08809822
  0.          0.          0.          1.        ]"
160,"[ 0.12828392  0.07917216 -0.05275499  0.00253489 -0.0910694   0.12781253
 -0.02963789  0.01062075  0.02752604  0.05388702  0.14780592  0.08813481
  0.          0.          0.          1.        ]"
162,"[ 0.12875706  0.07785944 -0.05355009  0.00239445 -0.090807    0.12698988
 -0.03370082  0.01045447  0.02614944  0.05761566  0.1466449   0.08805628
  0.          0.          0.          1.        ]"
164,"[ 0.12972966  0.07583013 -0.05411185  0.00230533 -0.08983423  0.12639065
 -0.03825308  0.01023948  0.02465991  0.06150836  0.14531584  0.08794933
  0.          0.          0.          1.        ]"
166,"[ 0.13132767  0.07282774 -0.05438057  0.00222215 -0.08796237  0.1258987
 -0.04382035  0.00988134  0.02288553  0.06598274  0.14363361  0.08790685
  0.          0.          0.          1.        ]"
168,"[ 0.13231151  0.07096066 -0.05446407  0.0021385  -0.08668989  0.12569857
 -0.04682753  0.00944406  0.02205928  0.06835598  0.14264969  0.08777442
  0.          0.          0.          1.        ]"
170,"[ 0.1334282   0.06853027 -0.05485072  0.00206366 -0.08549297  0.12408238
 -0.05293959  0.00891512  0.01989853  0.07358839  0.14034558  0.08754251
  0.          0.          0.          1.        ]"
172,"[ 0.13434083  0.06677685 -0.05478576  0.00180313 -0.08473702  0.12152435
 -0.059662    0.00850614  0.01674111  0.0792513   0.13764828  0.08734436
  0.          0.          0.          1.        ]"
174,"[ 0.13499804  0.06584126 -0.05430048  0.00150164 -0.08444242  0.1177803
 -0.06712201  0.0080533   0.01237304  0.0854448   0.13436584  0.08718139
  0.          0.          0.          1.        ]"
176,"[ 0.1352286   0.06571972 -0.05387234  0.00124645 -0.08442385  0.11544669
 -0.07108276  0.00771308  0.00969144  0.08866264  0.13248811  0.08703237
  0.          0.          0.          1.        ]"
178,"[ 1.35901218e-01  6.49140731e-02 -5.31517369e-02  9.89191901e-04
 -8.36590603e-02  1.12487325e-01 -7.65235102e-02  7.45771294e-03
  6.33290502e-03  9.29561657e-02  1.29719423e-01  8.68766652e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
180,"[ 1.37009614e-01  6.27370008e-02 -5.29199344e-02  7.81264641e-04
 -8.19520329e-02  1.10224095e-01 -8.15021267e-02  6.95082718e-03
  4.50717792e-03  9.70711207e-02  1.26747658e-01  8.66636355e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
182,"[ 1.38691919e-01  5.87681338e-02 -5.30937196e-02  6.45962463e-04
 -7.90818570e-02  1.08604391e-01 -8.63668459e-02  6.37145674e-03
  4.32397517e-03  1.01289078e-01  1.23409522e-01  8.64471215e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
184,"[ 1.39637264e-01  5.63087385e-02 -5.32808132e-02  5.80039183e-04
 -7.73695081e-02  1.08090723e-01 -8.85349555e-02  5.47217991e-03
  4.84539648e-03  1.03217274e-01  1.21781774e-01  8.59943499e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
186,"[ 1.40869558e-01  5.46026154e-02 -5.17919514e-02  5.50147616e-04
 -7.52476067e-02  1.04066261e-01 -9.49531223e-02  4.63716518e-03
  1.28421985e-03  1.08151991e-01  1.17514182e-01  8.55317161e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
188,"[ 1.42287446e-01  5.27331883e-02 -4.98154334e-02  3.28131337e-04
 -7.24716655e-02  9.84983478e-02 -1.02732745e-01  3.59552262e-03
 -3.19754117e-03  1.14128743e-01  1.11680300e-01  8.49012515e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
190,"[ 1.43946371e-01  5.04857994e-02 -4.73150134e-02  2.35477000e-04
 -6.86981646e-02  9.12560591e-02 -1.11628752e-01  3.21364119e-03
 -8.25160744e-03  1.20961146e-01  1.03963431e-01  8.43422412e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
192,"[ 1.44815359e-01  4.92325812e-02 -4.59646476e-02  1.89706728e-04
 -6.65017627e-02  8.72268663e-02 -1.16090801e-01  2.65946440e-03
 -1.06823011e-02  1.24401408e-01  9.95904752e-02  8.39860365e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
194,"[ 1.45110295e-01  4.83399467e-02 -4.59819067e-02  2.53992636e-04
 -6.55942157e-02  8.32673380e-02 -1.19465616e-01  2.30366194e-03
 -1.21854626e-02  1.27427958e-01  9.55076680e-02  8.34911787e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
196,"[ 1.45635016e-01  4.73651579e-02 -4.53328598e-02  3.73863530e-04
 -6.40399637e-02  7.91020719e-02 -1.23084647e-01  2.04226543e-03
 -1.40502513e-02  1.30412764e-01  9.11218231e-02  8.29851259e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
198,"[ 1.46410160e-01  4.62915224e-02 -4.39231631e-02  4.94105689e-04
 -6.16902438e-02  7.45544127e-02 -1.27059197e-01  1.98691367e-03
 -1.63236929e-02  1.33442198e-01  8.62252989e-02  8.25471669e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
200,"[ 1.46875802e-01  4.56374587e-02 -4.30442368e-02  5.98935603e-04
 -6.02761823e-02  7.22869851e-02 -1.29032783e-01  2.01533922e-03
 -1.73886835e-02  1.34906999e-01  8.37007752e-02  8.22727737e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
202,"[ 1.48133913e-01  4.54061798e-02 -3.87647521e-02  5.81210095e-04
 -5.53300753e-02  6.54537206e-02 -1.34768242e-01  2.04188464e-03
 -2.24278852e-02  1.38427503e-01  7.64388713e-02  8.21605756e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
204,"[ 1.49123552e-01  4.58185312e-02 -3.42186113e-02  3.67809060e-04
 -4.98982969e-02  5.75683444e-02 -1.40371406e-01  1.91272499e-03
 -2.79358371e-02  1.41755538e-01  6.80664434e-02  8.23573840e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
206,"[ 1.49800949e-01  4.70064544e-02 -2.92942779e-02  3.08711338e-04
 -4.36834022e-02  4.83365053e-02 -1.45819849e-01  1.90181314e-03
 -3.40517516e-02  1.44782802e-01  5.81936636e-02  8.24195470e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
208,"[ 1.49905797e-01  4.81733821e-02 -2.67518574e-02  1.89563934e-04
 -4.04098330e-02  4.33941014e-02 -1.48297279e-01  2.02049884e-03
 -3.74617392e-02  1.45960139e-01  5.29182447e-02  8.26204298e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
210,"[ 1.49497492e-01  5.05355584e-02 -2.45914968e-02  4.44565614e-05
 -3.66828069e-02  3.47956804e-02 -1.51498237e-01  2.01950642e-03
 -4.25788184e-02  1.47456783e-01  4.41772128e-02  8.28078137e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
212,"[ 1.50036873e-01  5.01248159e-02 -2.20119165e-02 -1.00584174e-04
 -3.12930266e-02  2.58333581e-02 -1.54471582e-01  2.11438121e-03
 -4.49195756e-02  1.49426323e-01  3.40894636e-02  8.30568276e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
214,"[ 1.51838192e-01  4.58426824e-02 -1.87535905e-02 -3.98195655e-04
 -2.43773080e-02  1.65257871e-02 -1.56973658e-01  2.28234278e-03
 -4.31160717e-02  1.52096783e-01  2.27080949e-02  8.36043193e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
216,"[ 1.52910833e-01  4.29754957e-02 -1.67173465e-02 -5.12659412e-04
 -2.05246301e-02  1.15809020e-02 -1.57964259e-01  2.34246862e-03
 -4.12928861e-02  1.53385376e-01  1.66104806e-02  8.37362801e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
218,"[ 1.54969867e-01  3.40713168e-02 -1.82090428e-02 -5.85769995e-04
 -2.03350924e-02  7.93647214e-03 -1.58213721e-01  2.33176620e-03
 -3.28467360e-02  1.55834019e-01  1.20388654e-02  8.38040502e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
220,"[ 1.56710575e-01  2.30120559e-02 -2.05018473e-02 -5.18494931e-04
 -2.16648554e-02  6.68667385e-03 -1.58094935e-01  2.44092516e-03
 -2.19206401e-02  1.57904457e-01  9.68255671e-03  8.36803238e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
222,"[ 1.57623667e-01  9.01708857e-03 -2.41154807e-02 -4.08248360e-04
 -2.46235636e-02  9.10526631e-03 -1.57540027e-01  2.38797710e-03
 -7.51960200e-03  1.59197581e-01  1.03763838e-02  8.35396050e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
224,"[ 1.57541275e-01  1.53563536e-03 -2.62006388e-02 -2.24186754e-04
 -2.62429011e-02  1.15045869e-02 -1.57121098e-01  2.06973663e-03
  3.76594286e-04  1.59290207e-01  1.16005112e-02  8.31368970e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
226,"[ 1.56851132e-01 -8.06869830e-03 -2.89948911e-02 -5.97926572e-05
 -2.81490383e-02  1.51215224e-02 -1.56483408e-01  1.46790468e-03
  1.06507888e-02  1.58790180e-01  1.34285150e-02  8.27759992e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
228,"[ 1.55274104e-01 -1.88880966e-02 -3.22688292e-02  4.39444104e-04
 -3.02115302e-02  1.78315071e-02 -1.55812019e-01  1.14193429e-03
  2.20295492e-02  1.57586045e-01  1.37630614e-02  8.22192164e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
230,"[ 1.52446733e-01 -3.12266130e-02 -3.59580078e-02  9.45506424e-04
 -3.26187985e-02  1.94005847e-02 -1.55137736e-01  9.32107871e-04
  3.47000512e-02  1.55423943e-01  1.21404467e-02  8.16571217e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
232,"[ 1.50707653e-01 -3.68630939e-02 -3.78998696e-02  1.22550663e-03
 -3.40663904e-02  1.98485405e-02 -1.54769508e-01  9.72466245e-04
  4.04322755e-02  1.54127324e-01  1.08666162e-02  8.12689692e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
234,"[ 0.15079095 -0.0362873  -0.03812355  0.00138211 -0.03591466  0.0136266
 -0.15502431  0.00103851  0.03847481  0.15493751  0.00470547  0.08105016
  0.          0.          0.          1.        ]"
236,"[ 0.14967025 -0.04138056 -0.03734367  0.00162902 -0.03657313  0.00784111
 -0.15527075  0.00116646  0.04206312  0.15405925 -0.0021278   0.08083587
  0.          0.          0.          1.        ]"
238,"[ 0.1463623  -0.05384789 -0.03444661  0.00220908 -0.03605186  0.00153516
 -0.15558275  0.00132772  0.05278663  0.15035336 -0.01074823  0.08057533
  0.          0.          0.          1.        ]"
240,"[ 0.1439346  -0.06133931 -0.03206873  0.00278008 -0.03550708 -0.00191516
 -0.15570377  0.00159365  0.05941516  0.14745137 -0.01536284  0.08021265
  0.          0.          0.          1.        ]"
242,"[ 0.14000625 -0.07077138 -0.0299624   0.00367633 -0.0379533  -0.00952618
 -0.15484471  0.0016454   0.06682724  0.14285919 -0.02516855  0.07987932
  0.          0.          0.          1.        ]"
244,"[ 0.13372607 -0.08269042 -0.0280663   0.00453228 -0.04185847 -0.01564966
 -0.1533331   0.00149329  0.07663739  0.13574044 -0.03477537  0.07973829
  0.          0.          0.          1.        ]"
246,"[ 0.12402079 -0.09715112 -0.026241    0.0057008  -0.04756233 -0.01988689
 -0.15116356  0.00136068  0.08868345  0.12519687 -0.04437424  0.07950161
  0.          0.          0.          1.        ]"
248,"[ 0.11775995 -0.104925   -0.02512817  0.00646645 -0.05074538 -0.02103742
 -0.14996806  0.00134857  0.09521337  0.11855909 -0.04884918  0.07940594
  0.          0.          0.          1.        ]"
250,"[ 0.11343783 -0.11051555 -0.02064597  0.0070718  -0.05400405 -0.02783859
 -0.14770464  0.00141407  0.09860784  0.11189017 -0.05714165  0.0793664
  0.          0.          0.          1.        ]"
252,"[ 0.11089729 -0.11389201 -0.01544292  0.00729241 -0.0574986  -0.03639491
 -0.14449016  0.00163372  0.09951776  0.10588723 -0.06627363  0.07958813
  0.          0.          0.          1.        ]"
254,"[ 0.11067048 -0.11474638 -0.0096642   0.00735344 -0.06107725 -0.04712972
 -0.13984435  0.00180981  0.09762018  0.10059892 -0.07653917  0.07966042
  0.          0.          0.          1.        ]"
256,"[ 0.11112913 -0.11450511 -0.00685415  0.00722823 -0.06262383 -0.05256497
 -0.1371979   0.00205175  0.09610753  0.09815084 -0.08147294  0.08001921
  0.          0.          0.          1.        ]"
258,"[ 0.10932626 -0.11640801 -0.00224225  0.00717739 -0.06479177 -0.05827201
 -0.133845    0.00215224  0.09673613  0.09252909 -0.08711242  0.08043376
  0.          0.          0.          1.        ]"
260,"[ 0.10686306 -0.11861768  0.00426832  0.00711599 -0.06820822 -0.06606989
 -0.12841531  0.00227409  0.09713912  0.08409936 -0.09486503  0.0807774
  0.          0.          0.          1.        ]"
262,"[ 0.10353528 -0.12083732  0.01367015  0.00697602 -0.07312736 -0.0762097
 -0.11980215  0.00241037  0.09716439  0.07140385 -0.10473135  0.08126915
  0.          0.          0.          1.        ]"
264,"[ 0.10162801 -0.12165669  0.01948032  0.00670543 -0.07584899 -0.08167761
 -0.11438436  0.00251207  0.09709151  0.06353349 -0.10974889  0.08191612
  0.          0.          0.          1.        ]"
266,"[ 0.10039037 -0.12170638  0.02484784  0.00661158 -0.07866098 -0.08701389
 -0.10839335  0.00263277  0.09613693  0.05589477 -0.1146366   0.08232214
  0.          0.          0.          1.        ]"
268,"[ 0.09880724 -0.12207365  0.02903859  0.00668477 -0.08230324 -0.09094859
 -0.10228693  0.00264536  0.09471742  0.04831632 -0.11917311  0.08269738
  0.          0.          0.          1.        ]"
270,"[ 0.09663607 -0.1230274   0.03215299  0.00679241 -0.08686914 -0.09336337
 -0.09615155  0.00275777  0.09286176  0.0406894  -0.12340645  0.08280779
  0.          0.          0.          1.        ]"
272,"[ 0.0953049  -0.12372085  0.03343969  0.00685551 -0.08927845 -0.09398869
 -0.09329292  0.00300958  0.09194792  0.03697788 -0.12524497  0.08290885
  0.          0.          0.          1.        ]"
274,"[ 0.09369393 -0.12393755  0.03700022  0.00684663 -0.09097495 -0.09562329
 -0.08993237  0.00327648  0.0919407   0.03168208 -0.12669348  0.0828362
  0.          0.          0.          1.        ]"
276,"[ 0.09247641 -0.12337325  0.04165619  0.00687773 -0.09301936 -0.09834271
 -0.08475964  0.00355991  0.09112408  0.02481606 -0.12879693  0.08271795
  0.          0.          0.          1.        ]"
278,"[ 0.09164605 -0.12174506  0.04782497  0.00685781 -0.09548474 -0.10217961
 -0.07713674  0.00391611  0.08939659  0.01567018 -0.13141834  0.08253278
  0.          0.          0.          1.        ]"
280,"[ 0.09120589 -0.12064266  0.05133147  0.00663289 -0.09694313 -0.10415378
 -0.07254036  0.00430147  0.08827003  0.01026767 -0.13270667  0.08265101
  0.          0.          0.          1.        ]"
282,"[ 0.08937288 -0.12065429  0.0544345   0.006543   -0.10073918 -0.10460624
 -0.0664623   0.00454695  0.08586147  0.00285664 -0.13463927  0.08275409
  0.          0.          0.          1.        ]"
284,"[ 0.08803811 -0.12024409  0.05743461  0.0066363  -0.10363481 -0.1050548
 -0.0610852   0.00488784  0.08376874 -0.00359646 -0.13593361  0.08270144
  0.          0.          0.          1.        ]"
286,"[ 0.08747812 -0.11930616  0.06018059  0.00686669 -0.10536811 -0.10582382
 -0.05663009  0.00537567  0.08217802 -0.00868574 -0.13667266  0.08256563
  0.          0.          0.          1.        ]"
288,"[ 0.08733021 -0.11873843  0.06150368  0.00702772 -0.10599589 -0.10625136
 -0.05462238  0.00572563  0.0815254  -0.01095063 -0.13690061  0.08236825
  0.          0.          0.          1.        ]"
290,"[ 0.08558196 -0.11886811  0.06367247  0.00724236 -0.10681198 -0.10578825
 -0.05392708  0.00598846  0.08231046 -0.01368582 -0.13618286  0.08206843
  0.          0.          0.          1.        ]"
292,"[ 0.08426796 -0.11868754  0.06572871  0.00748947 -0.10742259 -0.10563016
 -0.05301643  0.0063591   0.08286968 -0.01623644 -0.13556209  0.08167435
  0.          0.          0.          1.        ]"
294,"[ 0.08348918 -0.11806156  0.06781673  0.0076458  -0.10777428 -0.10591841
 -0.05171151  0.00658065  0.08320063 -0.01873083 -0.13503665  0.08138105
  0.          0.          0.          1.        ]"
296,"[ 0.08316298 -0.11771926  0.06880536  0.00771853 -0.10787601 -0.10609566
 -0.0511328   0.00678389  0.08339526 -0.01984874 -0.13475661  0.08102879
  0.          0.          0.          1.        ]"
298,"[ 0.08408257 -0.11541402  0.07153888  0.00786996 -0.10688483 -0.10815187
 -0.04885582  0.00710304  0.08374867 -0.02215542 -0.13417668  0.08070409
  0.          0.          0.          1.        ]"
300,"[ 0.08525351 -0.11240644  0.07486466  0.00801943 -0.10609528 -0.11052298
 -0.04512811  0.00751346  0.08356862 -0.02564269 -0.13366683  0.08030859
  0.          0.          0.          1.        ]"
302,"[ 0.0868257  -0.1084089   0.07884727  0.00823965 -0.10560003 -0.11318089
 -0.03932944  0.00770468  0.08257127 -0.03075193 -0.13320806  0.07999038
  0.          0.          0.          1.        ]"
