Image ID,Camera Pose
402,"[-6.75488937e-02 -7.49210358e-02 -1.98548143e-02 -2.47216607e-04
 -3.45857271e-02  5.56680098e-03  9.66595391e-02  6.44607283e-03
 -6.93628332e-02  7.01860203e-02 -2.88608416e-02  4.46554889e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
411,"[-6.23624615e-02 -7.83698839e-02 -2.32231092e-02 -5.83318696e-04
 -4.04042615e-02  4.16407580e-03  9.44477850e-02  6.28475651e-03
 -7.10538318e-02  6.64157376e-02 -3.33246327e-02  4.41880658e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
420,"[-5.91589744e-02 -8.13568793e-02 -2.12485872e-02 -7.19422685e-04
 -4.11519816e-02  5.35640128e-03  9.40640832e-02  6.31296546e-03
 -7.33277489e-02  6.26306311e-02 -3.56465140e-02  4.36548366e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
429,"[-5.95546258e-02 -8.21138528e-02 -1.67567879e-02 -4.43075210e-04
 -3.63857652e-02  6.81614107e-03  9.59158206e-02  6.31376440e-03
 -7.54953689e-02  6.14905197e-02 -3.30089952e-02  4.36743667e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
438,"[-6.64495399e-02 -7.78584307e-02 -9.63078657e-03 -1.08652206e-04
 -2.87456710e-02  1.24202971e-02  9.79267647e-02  6.20529256e-03
 -7.29957128e-02  6.59850705e-02 -2.97963987e-02  4.39426221e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
447,"[-8.19554427e-02 -6.04960107e-02 -1.39200247e-02 -3.49294598e-04
 -3.21942863e-02  2.17097689e-02  9.51968594e-02  5.72049640e-03
 -5.30760024e-02  8.02443012e-02 -3.62494008e-02  4.27614741e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
456,"[-8.48971334e-02 -5.64232904e-02 -1.33834986e-02 -2.18825351e-04
 -3.25272447e-02  2.66911259e-02  9.38072015e-02  5.82096616e-03
 -4.80071277e-02  8.16959259e-02 -3.98913498e-02  4.24678394e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
465,"[-8.36834118e-02 -5.75620782e-02 -1.59349643e-02  2.16802397e-04
 -3.31690415e-02  2.19773839e-02  9.47999885e-02  6.07018246e-03
 -4.96702161e-02  8.23032830e-02 -3.64591210e-02  4.28967815e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
474,"[-8.48999584e-02 -4.99666943e-02 -2.94203081e-02 -1.89018516e-04
 -4.43048878e-02  2.22475712e-02  9.00685886e-02  5.87720979e-03
 -3.74072468e-02  8.70551752e-02 -3.99039215e-02  4.26600825e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
483,"[-8.72792412e-02 -4.75288641e-02 -2.63357143e-02  6.92277790e-04
 -4.13555003e-02  2.57814843e-02  9.05277082e-02  6.08090846e-03
 -3.52460705e-02  8.74445576e-02 -4.10047828e-02  4.25905720e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
492,"[-8.80437338e-02 -4.51431836e-02 -2.79396211e-02  9.65925859e-04
 -4.38280888e-02  3.12702438e-02  8.75870960e-02  6.14237587e-03
 -2.99604436e-02  8.69165893e-02 -4.60228958e-02  4.21883789e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
501,"[-0.08902926 -0.04409303 -0.02645419  0.00134247 -0.04087574  0.02859797
  0.08989749  0.00611462 -0.03119605  0.08836396 -0.04229474  0.04226038
  0.          0.          0.          1.        ]"
510,"[-0.08043609 -0.05556312 -0.03182772  0.0015397  -0.04826339  0.01902288
  0.08876376  0.00659487 -0.04208217  0.0843866  -0.04096609  0.04229583
  0.          0.          0.          1.        ]"
519,"[-5.34484776e-02 -7.07885731e-02 -5.19852586e-02  1.53318864e-04
 -7.00061682e-02 -2.40876484e-03  7.52566446e-02  5.78632698e-03
 -5.30341846e-02  7.45211683e-02 -4.69488962e-02  4.20084931e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
528,"[-2.23577918e-02 -7.94081410e-02 -6.13571917e-02 -2.82054570e-04
 -8.73332967e-02 -1.55665383e-02  5.19692889e-02  5.06317342e-03
 -4.94292765e-02  6.34212783e-02 -6.40680633e-02  4.18361294e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
537,"[-6.18782483e-03 -8.47117844e-02 -5.79297244e-02  4.06162204e-04
 -9.18374441e-02 -2.13303798e-02  4.10015533e-02  4.10177967e-03
 -4.58020011e-02  5.42139936e-02 -7.43858058e-02  4.11695201e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
546,"[-0.01743983 -0.08666619 -0.05248859  0.00133597 -0.0873969  -0.0140794
  0.05228557  0.00526058 -0.05126268  0.05348803 -0.07128392  0.04186114
  0.          0.          0.          1.        ]"
555,"[-0.01038942 -0.08836188 -0.05152152  0.00148549 -0.08559406 -0.02084173
  0.05300478  0.0058418  -0.0559995   0.04824966 -0.07145806  0.04179888
  0.          0.          0.          1.        ]"
564,"[-0.00148158 -0.08986097 -0.04993035  0.00173127 -0.08437238 -0.02746566
  0.05193425  0.00614515 -0.05873103  0.04172376 -0.07334863  0.04161877
  0.          0.          0.          1.        ]"
573,"[ 0.00717809 -0.09339333 -0.04238385  0.00213124 -0.08359445 -0.02994322
  0.05182277  0.00617226 -0.05941945  0.03084346 -0.07802716  0.04148876
  0.          0.          0.          1.        ]"
582,"[ 0.03125718 -0.08236043 -0.05300921  0.00185098 -0.08369982 -0.05135941
  0.03044306  0.00507979 -0.05086804  0.03389984 -0.08266482  0.04128912
  0.          0.          0.          1.        ]"
591,"[ 4.47433100e-02 -8.35131685e-02 -3.99226213e-02  8.52844954e-04
 -8.85808390e-02 -5.14995248e-02  8.45356596e-03  1.88827442e-03
 -2.68644731e-02  3.07177235e-02 -9.43660429e-02  4.08132874e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
600,"[ 4.83568586e-02 -8.15918716e-02 -3.96813416e-02  5.61970937e-04
 -8.71476046e-02 -5.42796311e-02  5.40788187e-03  1.90989878e-03
 -2.52415801e-02  3.10920676e-02 -9.46909399e-02  4.03291163e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
609,"[ 4.75815806e-02 -8.39275594e-02 -3.55300749e-02  3.05576392e-04
 -8.79522788e-02 -5.27903495e-02  6.91406194e-03  2.51507205e-03
 -2.38876273e-02  2.71950691e-02 -9.62290926e-02  4.02941558e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
618,"[ 5.05458777e-02 -8.59420272e-02 -2.50860808e-02  6.68219066e-04
 -8.66952442e-02 -5.41754849e-02  1.09169547e-02  3.19152680e-03
 -2.23445154e-02  1.57865123e-02 -9.91046801e-02  4.07698824e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
663,"[ 0.09947075 -0.02096318  0.01537351  0.00123916 -0.02324823 -0.09894069
  0.01550769  0.00352858  0.01163268 -0.01848009 -0.10046589  0.04102374
  0.          0.          0.          1.        ]"
672,"[ 0.10086858  0.00858409  0.01794633  0.00105352  0.00288457 -0.09807862
  0.03070003  0.0044718   0.01968341 -0.02961631 -0.09646588  0.04120864
  0.          0.          0.          1.        ]"
681,"[ 9.51274960e-02  3.53573620e-02  1.64573729e-02  5.87806795e-04
  2.91723426e-02 -9.33046524e-02  3.18346402e-02  4.68097767e-03
  2.58836358e-02 -2.47856179e-02 -9.63635788e-02  4.08529910e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
690,"[ 0.09032233  0.04582366  0.01767195  0.00155929  0.0412272  -0.09084599
  0.02485062  0.00417908  0.02669126 -0.01474542 -0.09818542  0.04062266
  0.          0.          0.          1.        ]"
699,"[ 0.08678057  0.0490678   0.02513388  0.0027079   0.0377202  -0.08702912
  0.03966545  0.00470008  0.04020631 -0.02425928 -0.0914613   0.041157
  0.          0.          0.          1.        ]"
708,"[ 0.08668972  0.05173784  0.01945037  0.00274169  0.03870904 -0.08265315
  0.04733176  0.00514685  0.03945544 -0.03258652 -0.08917183  0.0415003
  0.          0.          0.          1.        ]"
717,"[ 0.08395664  0.05639983  0.01845459  0.00285729  0.04919737 -0.08403112
  0.03299422  0.00397615  0.0331833  -0.01811241 -0.09560877  0.04162909
  0.          0.          0.          1.        ]"
726,"[ 0.08553395  0.05401048  0.01835866  0.00300394  0.04649832 -0.08517822
  0.033953    0.0033305   0.03304661 -0.01994412 -0.09529104  0.0416756
  0.          0.          0.          1.        ]"
735,"[ 0.08240682  0.06002967  0.01325831  0.00222087  0.05039326 -0.07866059
  0.04293319  0.00393406  0.0352117  -0.02791376 -0.09247263  0.04164446
  0.          0.          0.          1.        ]"
744,"[ 0.07975343  0.06338017  0.01387713  0.00200217  0.05064099 -0.07455481
  0.04947018  0.00425984  0.04055996 -0.03153987 -0.08905254  0.04175419
  0.          0.          0.          1.        ]"
753,"[ 0.07330873  0.06623821  0.02843514  0.0026722   0.03927403 -0.07071078
  0.06346467  0.00511477  0.06044509 -0.03439059 -0.07572257  0.04164289
  0.          0.          0.          1.        ]"
762,"[ 0.07438825  0.06445236  0.02970707  0.00278912  0.03764243 -0.07231646
  0.06263869  0.004965    0.06016365 -0.0344449  -0.07592175  0.04141977
  0.          0.          0.          1.        ]"
771,"[ 0.07035989  0.06277755  0.04097186  0.00367607  0.03509288 -0.07723686
  0.05807913  0.00430437  0.06624351 -0.02576188 -0.0742856   0.0411568
  0.          0.          0.          1.        ]"
780,"[ 0.07480541  0.06798943  0.01875678  0.00185322  0.03993173 -0.06336527
  0.07043102  0.00475888  0.05813636 -0.04396031 -0.07251126  0.04153963
  0.          0.          0.          1.        ]"
789,"[ 7.28561220e-02  7.24374107e-02 -3.87758410e-03 -2.53720074e-05
  3.83601524e-02 -3.38072503e-02  8.91952741e-02  5.36514151e-03
  6.15687688e-02 -6.46538497e-02 -5.09842692e-02  4.37523032e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
798,"[ 0.07708771  0.06518684 -0.01945224 -0.00113884  0.03851267 -0.0175861
  0.09368955  0.00551065  0.05607573 -0.07753473 -0.03760462  0.04505183
  0.          0.          0.          1.        ]"
807,"[ 8.42606680e-02  5.72692248e-02 -1.38059419e-02 -9.25217921e-04
  2.30905442e-02 -9.94077704e-03  9.96907055e-02  6.43301625e-03
  5.41958974e-02 -8.48035703e-02 -2.10092424e-02  4.62599196e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
816,"[ 0.08460085  0.05570221 -0.01761218 -0.00127103  0.03148919 -0.01737217
  0.0963165   0.00589984  0.04920728 -0.08465046 -0.03135558  0.04491823
  0.          0.          0.          1.        ]"
825,"[ 0.08036261  0.05865947 -0.02590649 -0.00193895  0.04524521 -0.02243479
  0.08955323  0.00499361  0.04544174 -0.08140009 -0.04335092  0.04343129
  0.          0.          0.          1.        ]"
834,"[ 0.08306145  0.05676395 -0.02118676 -0.00109318  0.04223682 -0.02847111
  0.08930664  0.00477813  0.04344049 -0.08085467 -0.04632142  0.04318713
  0.          0.          0.          1.        ]"
843,"[ 8.54544979e-02  5.51693749e-02 -1.49698914e-02 -3.24914151e-04
  3.78116827e-02 -3.43594152e-02  8.92184748e-02  4.31239883e-03
  4.28723030e-02 -7.96617810e-02 -4.88486959e-02  4.31261176e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
852,"[ 8.61782145e-02  5.50187230e-02 -1.07927713e-02  1.93071524e-04
  3.35799548e-02 -3.48000434e-02  9.07280096e-02  4.54426701e-03
  4.48991126e-02 -7.95746524e-02 -4.71399259e-02  4.31888321e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
861,"[ 8.73291113e-02  5.31401570e-02 -1.09534587e-02  2.79357531e-04
  3.07734060e-02 -3.14168451e-02  9.29311968e-02  4.81215854e-03
  4.46861506e-02 -8.22151678e-02 -4.25915770e-02  4.33918299e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
870,"[ 8.74396245e-02  5.31511446e-02 -9.97481222e-03  3.57340030e-04
  2.23562031e-02 -1.82600215e-02  9.86762375e-02  5.17630182e-03
  4.92416571e-02 -8.60915577e-02 -2.70874759e-02  4.44450823e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
879,"[ 8.90639867e-02  4.94992006e-02 -1.36990442e-02  3.92911753e-05
  1.98085292e-02 -7.80489273e-03  1.00582974e-01  4.97872545e-03
  4.73862521e-02 -8.97727202e-02 -1.62981692e-02  4.50143322e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
888,"[ 9.16159028e-02  4.56842046e-02 -9.47147565e-03  1.05952102e-04
  1.49484724e-02 -8.97120157e-03  1.01322697e-01  5.03957009e-03
  4.41961395e-02 -9.16662386e-02 -1.46366128e-02  4.49899793e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
897,"[ 0.09394005  0.04173373  0.00194725  0.00108406  0.00283223 -0.01114217
  0.10216682  0.00515045  0.04168302 -0.09329725 -0.01133039  0.04513913
  0.          0.          0.          1.        ]"
915,"[ 0.09500158  0.03664454  0.01421642  0.00210378 -0.01033644 -0.01258527
  0.10151354  0.00445548  0.03792212 -0.09523139 -0.00794508  0.04630433
  0.          0.          0.          1.        ]"
924,"[ 0.09364353  0.03774376  0.01940428  0.00207031 -0.01505444 -0.01440837
  0.10067766  0.00359782  0.03967974 -0.09454119 -0.0075968   0.04647806
  0.          0.          0.          1.        ]"
933,"[ 0.09202391  0.04073343  0.02103842  0.00174054 -0.01374705 -0.02049206
  0.09980643  0.00288422  0.04373609 -0.09214712 -0.01289538  0.04615847
  0.          0.          0.          1.        ]"
942,"[ 0.0930097   0.03953657  0.01887546  0.0013099  -0.00929306 -0.02548311
  0.09916894  0.00279178  0.04281428 -0.09142045 -0.0194799   0.04560731
  0.          0.          0.          1.        ]"
951,"[ 0.09268173  0.04139959  0.01632175  0.00115315 -0.0053837  -0.02700046
  0.09905665  0.00287475  0.04417399 -0.09015142 -0.02217227  0.04546466
  0.          0.          0.          1.        ]"
960,"[ 0.08491549  0.0579528  -0.00103051  0.00110425  0.01775208 -0.024263
  0.09831785  0.00260513  0.05517655 -0.08138188 -0.03004609  0.04561497
  0.          0.          0.          1.        ]"
969,"[ 0.07553315  0.06190489 -0.03213651  0.00105333  0.04683248 -0.00990836
  0.09098775  0.00180546  0.05168839 -0.08148519 -0.03547819  0.04592968
  0.          0.          0.          1.        ]"
978,"[ 0.06144862  0.06892316 -0.04520943  0.00103223  0.04593471  0.01818844
  0.09016325  0.00216762  0.06844193 -0.07408783 -0.01992295  0.04553331
  0.          0.          0.          1.        ]"
987,"[ 6.40230528e-02  6.62237274e-02 -4.56694176e-02  8.21475467e-04
  4.33519270e-02  2.07636807e-02  9.08829390e-02  2.37645633e-03
  6.77634735e-02 -7.58519356e-02 -1.49941416e-02  4.56371228e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
996,"[ 6.60379494e-02  6.52541228e-02 -4.41714587e-02  6.40909412e-04
  3.99959710e-02  2.18989357e-02  9.21465551e-02  2.43416877e-03
  6.78935965e-02 -7.63712327e-02 -1.13191601e-02  4.58070414e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1005,"[ 6.62008759e-02  6.15459418e-02 -4.89874472e-02  2.73299953e-04
  4.22454463e-02  2.61925998e-02  8.99972152e-02  2.50852653e-03
  6.63550699e-02 -7.80786361e-02 -8.42378134e-03  4.60992330e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1014,"[ 6.50738356e-02  5.86025659e-02 -5.38643087e-02 -1.23025547e-04
  4.53919426e-02  2.98300632e-02  8.72924226e-02  2.63743159e-03
  6.53849873e-02 -7.90324916e-02 -6.99267027e-03  4.62109933e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1023,"[ 6.74850884e-02  5.71087495e-02 -5.24841186e-02 -2.63982951e-04
  4.42203238e-02  2.88265705e-02  8.82259636e-02  2.53459372e-03
  6.37224842e-02 -8.04850784e-02 -5.64142109e-03  4.61371104e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1032,"[ 6.95435556e-02  5.69863233e-02 -4.98646346e-02 -3.37688071e-04
  4.08811494e-02  2.87333690e-02  8.98518456e-02  1.87051916e-03
  6.37389564e-02 -8.06050962e-02 -3.22381692e-03  4.61614143e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1041,"[ 0.06719638  0.04157108 -0.06577782 -0.00129652  0.03800666  0.05830312
  0.07567343  0.00160047  0.0678997  -0.07377547  0.02273849  0.04700521
  0.          0.          0.          1.        ]"
1050,"[ 0.0724606   0.006697   -0.0726281  -0.002518    0.05016616  0.06973865
  0.05648103  0.00108477  0.05294381 -0.0752456   0.04588335  0.04834169
  0.          0.          0.          1.        ]"
1059,"[ 6.89735979e-02  1.03949774e-02 -7.55302314e-02 -2.53277087e-03
  4.75727654e-02  7.37240132e-02  5.35894595e-02  9.75684463e-04
  5.95793893e-02 -7.09009370e-02  4.46495539e-02  4.76631726e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1068,"[ 0.06918679  0.01766221 -0.07396934 -0.00223904  0.04017226  0.07642154
  0.05582263  0.00120335  0.06457249 -0.06646821  0.04452639  0.04765444
  0.          0.          0.          1.        ]"
1077,"[ 0.06940211  0.01906015 -0.07341857 -0.00237399  0.03912115  0.0762619
  0.05677929  0.00117187  0.06498547 -0.06626509  0.04422731  0.04760225
  0.          0.          0.          1.        ]"
1086,"[ 0.07229824  0.01897059 -0.07059256 -0.00266688  0.03618921  0.0769773
  0.05775001  0.0012994   0.06351011 -0.06545868  0.04745371  0.04747819
  0.          0.          0.          1.        ]"
1095,"[ 0.07335559  0.02046254 -0.06906859 -0.002971    0.0340538   0.07701561
  0.05898444  0.00141245  0.06347854 -0.06496237  0.04817255  0.04735176
  0.          0.          0.          1.        ]"
1104,"[ 0.07453647  0.01813836 -0.06845102 -0.00305631  0.03720414  0.07452994
  0.06026084  0.00148936  0.06025276 -0.06845814  0.04746911  0.04737227
  0.          0.          0.          1.        ]"
1113,"[ 8.03180155e-02  2.63004719e-02 -5.85451154e-02 -2.14491127e-03
  3.10958487e-02  6.60941927e-02  7.23521573e-02  8.55615283e-04
  5.61452914e-02 -7.42298530e-02  4.36790975e-02  4.72645521e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1122,"[ 8.09428927e-02  5.12948020e-02 -3.72467439e-02  2.56239463e-04
  1.84454823e-02  3.87367057e-02  9.34315827e-02 -1.85572570e-04
  6.06485011e-02 -8.02405079e-02  2.12943193e-02  4.52843800e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1131,"[ 8.42748422e-02  4.83057966e-02 -3.36827712e-02  8.99670841e-05
  1.74433424e-02  3.56895268e-02  9.48272951e-02  1.45820113e-04
  5.62468577e-02 -8.34448101e-02  2.10590481e-02  4.50262298e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1140,"[ 8.29986267e-02  5.08347264e-02 -3.31253240e-02  2.92241756e-04
  1.61060120e-02  3.56574005e-02  9.50756282e-02  4.49416877e-05
  5.84983155e-02 -8.19427208e-02  2.08222618e-02  4.48951631e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1149,"[ 8.31316851e-02  5.04165054e-02 -3.34294468e-02  4.18145605e-04
  1.61870416e-02  3.62042615e-02  9.48549387e-02  1.44178710e-05
  5.82866343e-02 -8.19613072e-02  2.13363730e-02  4.47104606e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1185,"[ 7.42467419e-02  3.46213770e-02 -6.21209306e-02  3.79232488e-04
  4.09337189e-02  5.26340720e-02  7.82579918e-02  2.92127305e-04
  5.81556595e-02 -8.12480329e-02  2.42261224e-02  4.48581956e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1194,"[ 7.81880830e-02  2.87949099e-02 -6.02304333e-02  5.28893181e-05
  3.99489995e-02  5.41356097e-02  7.77408641e-02  7.89538053e-04
  5.34876542e-02 -8.25252533e-02  2.99813586e-02  4.48148825e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1203,"[ 7.54500458e-02  2.55251050e-02 -6.50075975e-02 -3.07371151e-05
  4.50041320e-02  5.54104402e-02  7.39901360e-02  9.13781967e-04
  5.34054954e-02 -8.27549448e-02  2.94906856e-02  4.49026332e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1212,"[ 6.91903041e-02  1.90219648e-02 -7.36280847e-02  5.11336318e-05
  5.93054164e-02  4.88113485e-02  6.83414099e-02  5.62027306e-04
  4.76003999e-02 -8.84638116e-02  2.18765790e-02  4.52790976e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1221,"[ 6.24811496e-02  1.50856334e-02 -8.02418745e-02  1.84173595e-04
  6.97783763e-02  4.25986794e-02  6.23422757e-02  4.21323450e-04
  4.23947287e-02 -9.23471998e-02  1.56496254e-02  4.55096686e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1230,"[ 5.73730707e-02  1.29083557e-02 -8.43322804e-02  1.70379355e-04
  7.72382843e-02  3.53019736e-02  5.79503820e-02 -1.26903238e-05
  3.62326773e-02 -9.56941690e-02  1.00024061e-02  4.56616013e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1239,"[ 2.87469273e-02 -9.32264141e-03 -9.82696842e-02 -3.28082353e-04
  9.84092628e-02 -5.28878667e-03  2.92894926e-02  1.11824665e-03
 -7.71102403e-03 -1.02251385e-01  7.44466374e-03  4.56031428e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1248,"[ 4.05420484e-03 -1.59300247e-03 -1.02719298e-01 -5.52064185e-05
  1.02506741e-01 -6.73590498e-03  4.15027773e-03  9.45552076e-04
 -6.79416205e-03 -1.02578353e-01  1.32265943e-03  4.58879010e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1257,"[-9.61017487e-03 -8.69687387e-04 -1.02357786e-01 -8.15815453e-05
  1.01385271e-01 -1.42455559e-02 -9.39782951e-03  9.64811005e-04
 -1.41031768e-02 -1.01816189e-01  2.18920562e-03  4.60079618e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1266,"[-1.96390671e-02  1.84119711e-03 -1.00901663e-01  1.37998739e-04
  9.88631123e-02 -2.02894555e-02 -1.96125235e-02  1.24005620e-03
 -2.02637636e-02 -1.00772895e-01  2.10520480e-03  4.61633140e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1275,"[-2.31748524e-02  3.64206629e-03 -1.00099404e-01  1.19369468e-04
  9.75929882e-02 -2.23153122e-02 -2.34065018e-02  1.33211636e-03
 -2.25557922e-02 -1.00294521e-01  1.57291491e-03  4.64155261e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1284,"[-2.73109322e-02  6.58572945e-03 -9.88987837e-02  8.87138979e-05
  9.62776758e-02 -2.26186522e-02 -2.80933034e-02  1.30602389e-03
 -2.35573775e-02 -1.00076239e-01 -1.58758228e-04  4.68056654e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1329,"[-2.49834574e-02 -1.33464821e-02 -9.88328214e-02 -8.89592503e-04
  9.95464512e-02  2.83987257e-03 -2.55473529e-02  5.07467745e-04
  6.04639748e-03 -1.01902086e-01  1.22325199e-02  4.61734191e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
1338,"[-1.97472732e-02 -1.42183826e-02 -9.98904983e-02 -8.70653765e-04
  1.00584200e-01  5.23886719e-03 -2.06301092e-02  4.90608714e-04
  7.94307030e-03 -1.01688842e-01  1.29040997e-02  4.59984510e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]"
